student_id,gender,attendance,study_hours,test1,test2,test3,parent_education_level
15266,male,70,3.0,67,60,57,secondary
15267,female,79,0.7,54,54,55,graduate
15268,female,96,2.9,86,89,95,graduate
15269,male,100,3.0,62,57,53,none
15270,female,97,4.3,59,65,69,primary
15271,female,62,1.3,76,76,75,primary
15272,male,86,3.1,88,85,85,postgraduate
15273,female,52,2.4,57,53,46,primary
15274,male,81,2.8,88,77,80,graduate
15275,female,84,3.2,86,83,77,secondary
15276,female,68,0.5,72,76,73,secondary
15277,male,63,3.0,50,55,54,secondary
15278,male,97,3.1,30,27,29,postgraduate
15279,female,71,2.8,46,44,45,none
15280,female,66,1.4,75,79,84,none
15281,male,53,2.4,45,46,46,postgraduate
15282,male,94,3.9,82,82,83,none
15283,female,89,2.5,92,94,87,primary
15284,female,68,3.3,88,88,86,postgraduate
15285,female,86,3.0,66,76,78,postgraduate
15286,male,51,3.6,55,50,50,primary
15287,male,64,4.1,86,81,83,secondary
15288,female,51,0.5,37,32,21,postgraduate
15289,male,60,1.8,37,38,36,none
15290,male,94,2.5,79,83,81,none
15291,female,72,4.6,42,37,36,postgraduate
15292,female,59,3.6,54,54,58,secondary
15293,female,52,3.0,43,42,32,postgraduate
15294,male,54,3.1,63,79,84,graduate
15295,male,52,1.5,60,58,51,primary
15296,female,87,3.1,48,46,44,secondary
15297,female,62,0.9,35,37,32,graduate
15298,female,91,2.7,51,37,34,postgraduate
15299,male,68,3.0,91,86,85,primary
15300,female,89,3.4,33,29,25,none
15301,female,99,1.0,39,36,34,secondary
15302,female,84,2.2,94,100,100,postgraduate
15303,male,73,1.3,61,49,47,postgraduate
15304,female,73,3.8,52,47,46,postgraduate
15305,female,66,4.2,80,92,97,postgraduate
15306,female,89,3.4,83,85,80,primary
15307,female,59,1.3,50,38,34,none
15308,female,51,2.5,74,65,60,secondary
15309,male,93,3.1,42,48,47,primary
15310,male,72,2.8,42,34,25,primary
15311,female,55,3.0,71,74,76,graduate
15312,female,51,2.7,83,80,78,none
15313,female,70,2.8,71,69,69,graduate
15314,female,84,1.5,55,62,67,none
15315,female,98,3.4,65,65,56,graduate
15316,female,78,0.7,59,68,76,postgraduate
15317,male,56,3.4,57,66,64,secondary
15318,male,78,0.5,59,67,71,secondary
15319,male,86,3.7,87,87,90,secondary
15320,female,72,2.5,91,88,84,primary
15321,male,82,2.1,52,35,29,none
15322,male,57,3.7,46,43,38,secondary
15323,female,61,3.2,53,45,39,postgraduate
15324,female,95,2.0,81,82,76,none
15325,male,97,4.1,79,90,93,none
15326,male,59,2.5,69,77,82,graduate
15327,female,64,2.5,48,47,40,graduate
15328,female,73,2.8,58,60,59,secondary
15329,female,75,2.8,48,45,43,postgraduate
15330,male,96,2.7,77,87,91,postgraduate
15331,male,91,3.4,73,65,64,primary
15332,female,88,2.2,53,53,57,secondary
15333,male,52,3.4,93,89,94,secondary
15334,male,51,1.6,76,73,72,primary
15335,male,55,2.6,43,42,43,none
15336,female,70,2.9,93,91,90,graduate
15337,female,58,1.8,56,38,35,none
15338,female,59,2.3,44,40,30,graduate
15339,female,85,3.1,90,92,92,postgraduate
15340,male,52,1.7,36,45,46,none
15341,male,90,3.3,48,64,72,postgraduate
15342,male,73,3.0,53,43,37,graduate
15343,male,71,2.4,37,44,45,graduate
15344,female,98,2.1,40,43,48,graduate
15345,female,63,1.6,37,26,25,primary
15346,male,91,4.3,69,75,81,graduate
15347,female,94,2.1,48,49,48,graduate
15348,female,93,1.1,59,57,57,postgraduate
15349,male,76,1.3,53,52,52,postgraduate
15350,male,82,2.8,70,64,63,graduate
15351,male,71,1.9,70,64,62,secondary
15352,female,78,1.1,44,48,46,graduate
15353,female,68,1.6,56,51,45,none
15354,male,68,3.6,51,55,56,primary
15355,female,55,3.4,32,37,34,graduate
15356,female,94,1.0,61,66,68,none
15357,female,68,0.5,32,32,29,secondary
15358,female,62,4.1,42,44,47,postgraduate
15359,female,75,1.2,85,83,84,primary
15360,male,71,2.0,46,39,34,postgraduate
15361,male,70,2.5,79,83,86,postgraduate
15362,female,85,0.9,93,96,92,secondary
15363,male,51,2.8,81,76,76,secondary
15364,male,96,1.1,83,85,81,postgraduate
15365,female,93,1.9,93,100,100,graduate
15366,female,79,4.6,54,49,48,none
15367,female,76,2.2,66,74,81,graduate
15368,male,56,2.4,57,53,51,primary
15369,female,69,1.2,40,53,57,secondary
15370,male,99,0.5,78,66,61,graduate
15371,male,80,3.5,45,44,46,postgraduate
15372,female,72,3.4,44,46,46,primary
15373,male,62,2.9,34,28,23,none
15374,male,66,2.4,66,57,46,graduate
15375,male,53,2.7,69,66,65,graduate
15376,male,63,4.0,62,60,59,graduate
15377,female,69,3.3,64,70,70,secondary
15378,male,62,3.3,40,47,51,graduate
15379,male,52,2.6,61,57,58,postgraduate
15380,female,75,1.2,33,35,34,primary
15381,female,75,1.8,76,66,63,none
15382,female,67,0.5,82,76,72,graduate
15383,female,81,2.1,59,57,57,postgraduate
15384,male,63,1.4,53,48,44,graduate
15385,female,96,4.5,69,82,83,secondary
15386,female,52,2.7,32,30,24,primary
15387,female,50,4.4,72,53,47,none
15388,male,75,1.5,72,83,85,secondary
15389,male,73,3.7,86,81,78,primary
15390,male,98,2.9,73,69,68,postgraduate
15391,male,84,3.5,77,75,78,postgraduate
15392,male,63,2.3,93,93,88,secondary
15393,male,52,2.4,47,47,43,graduate
15394,female,62,3.1,73,70,70,none
15395,male,96,2.7,67,72,76,postgraduate
15396,male,99,2.0,70,72,70,secondary
15397,female,63,1.1,80,82,85,postgraduate
15398,female,70,4.0,63,53,42,graduate
15399,male,75,0.7,36,44,45,none
15400,female,52,2.9,66,63,62,secondary
15401,male,100,2.6,31,27,19,primary
15402,male,89,0.5,87,81,83,none
15403,female,53,2.7,34,27,24,postgraduate
15404,female,85,2.5,33,33,35,secondary
15405,male,100,2.6,39,43,46,primary
15406,male,92,3.0,66,77,83,none
15407,male,50,1.0,68,75,81,secondary
15408,female,89,3.2,60,61,62,graduate
15409,female,96,1.7,39,43,50,postgraduate
15410,male,82,2.1,39,40,41,none
15411,male,56,2.4,59,55,52,primary
15412,male,60,3.8,66,65,60,postgraduate
15413,male,76,2.4,72,62,53,postgraduate
15414,female,63,1.6,33,27,24,secondary
15415,female,71,3.8,38,40,37,primary
15416,male,65,1.4,65,71,71,postgraduate
15417,male,95,2.0,60,54,50,none
15418,female,61,3.8,69,66,68,primary
15419,female,98,3.1,56,64,65,none
15420,female,95,1.8,59,55,52,postgraduate
15421,female,59,1.5,78,73,73,none
15422,male,73,3.1,83,79,76,postgraduate
15423,female,95,1.2,50,47,45,graduate
15424,female,67,3.8,61,59,61,secondary
15425,female,71,2.7,76,77,80,postgraduate
15426,male,58,1.7,79,75,72,none
15427,female,66,3.1,93,96,91,secondary
15428,male,87,4.6,54,61,62,primary
15429,female,89,3.2,76,72,76,graduate
15430,male,62,2.3,80,86,91,secondary
15431,male,99,3.1,66,69,75,graduate
15432,male,86,4.4,74,75,82,primary
15433,female,55,3.7,50,46,46,postgraduate
15434,female,70,2.4,40,32,36,graduate
15435,female,100,2.6,45,46,46,secondary
15436,female,85,3.0,53,52,45,graduate
15437,male,56,2.5,87,97,100,primary
15438,female,85,1.9,73,72,72,primary
15439,female,74,3.6,55,45,42,graduate
15440,male,60,3.0,33,37,37,none
15441,female,93,3.6,45,44,40,secondary
15442,female,63,1.3,90,85,72,graduate
15443,female,94,2.4,54,48,48,postgraduate
15444,male,78,2.1,31,34,38,primary
15445,male,59,2.0,41,32,29,none
15446,female,99,2.2,91,96,98,graduate
15447,female,97,1.6,34,29,25,primary
15448,female,54,3.9,37,39,46,graduate
15449,female,57,2.0,94,94,91,none
15450,male,95,2.1,47,47,47,primary
15451,female,54,2.6,67,56,53,none
15452,female,73,3.6,63,61,59,secondary
15453,male,89,0.6,45,35,31,primary
15454,female,75,3.0,68,69,71,secondary
15455,female,55,1.6,87,88,90,none
15456,female,65,1.4,38,38,41,postgraduate
15457,male,85,1.8,49,61,69,none
15458,male,61,1.7,69,61,61,graduate
15459,male,60,2.9,33,24,22,none
15460,female,52,0.5,64,63,62,secondary
15461,female,93,1.6,69,74,81,graduate
15462,female,86,3.6,94,96,97,graduate
15463,female,55,3.7,77,75,73,none
15464,male,68,2.0,72,74,71,graduate
15465,male,67,1.4,75,74,74,none
15466,female,65,1.8,86,87,92,postgraduate
15467,male,72,2.8,72,71,69,graduate
15468,female,92,3.2,85,80,80,postgraduate
15469,female,86,2.6,75,89,92,graduate
15470,male,58,2.9,61,60,61,none
15471,female,52,3.0,46,45,47,primary
15472,female,57,2.5,90,89,87,secondary
15473,male,87,2.8,67,62,61,graduate
15474,male,53,4.9,81,82,85,secondary
15475,male,61,1.9,84,83,81,secondary
15476,male,93,1.1,39,42,44,secondary
15477,male,80,4.4,57,54,56,graduate
15478,female,74,4.3,58,55,51,primary
15479,female,65,4.4,34,43,47,graduate
15480,female,91,2.1,30,37,41,postgraduate
15481,female,63,3.3,39,44,39,none
15482,female,62,3.1,69,61,55,none
15483,male,90,0.7,71,56,55,secondary
15484,female,56,2.0,91,92,93,postgraduate
15485,male,61,1.8,87,82,83,secondary
15486,male,86,2.0,31,37,35,none
15487,female,99,3.3,53,58,59,secondary
15488,male,53,1.7,54,52,53,primary
15489,male,51,2.2,63,60,60,none
15490,male,84,3.2,59,53,47,primary
15491,female,93,1.5,58,60,62,graduate
15492,female,52,1.5,84,86,87,graduate
15493,male,53,1.9,71,63,58,graduate
15494,female,87,2.5,67,63,60,none
15495,male,61,3.3,69,83,90,none
15496,female,68,2.6,82,81,78,postgraduate
15497,male,59,0.5,61,56,59,secondary
15498,male,50,2.3,51,50,49,secondary
15499,male,66,2.6,83,81,75,secondary
15500,female,65,1.9,45,25,19,postgraduate
15501,male,58,2.4,88,81,71,none
15502,male,58,1.4,70,71,74,primary
15503,male,58,1.4,52,56,66,none
15504,male,61,1.6,73,73,70,primary
15505,male,90,2.1,44,53,60,secondary
15506,male,64,1.8,83,76,76,secondary
15507,female,51,3.4,30,25,30,postgraduate
15508,female,60,3.1,91,90,96,primary
15509,male,60,3.4,57,67,75,primary
15510,female,57,2.6,45,43,38,secondary
15511,female,81,1.9,73,74,73,secondary
15512,female,55,2.3,81,83,88,secondary
15513,female,69,2.4,73,68,66,secondary
15514,female,88,3.1,70,86,93,postgraduate
15515,male,84,2.1,70,70,64,graduate
15516,female,57,2.3,56,48,47,graduate
15517,male,99,2.0,63,63,60,postgraduate
15518,male,98,3.1,70,66,64,graduate
15519,male,92,4.7,75,75,75,secondary
15520,male,83,3.4,63,60,52,postgraduate
15521,male,68,2.4,33,29,24,none
15522,female,56,3.1,34,20,19,secondary
15523,male,80,0.6,92,83,76,none
15524,male,67,2.5,32,26,24,secondary
15525,male,89,2.3,50,48,50,graduate
15526,female,63,2.5,86,84,86,postgraduate
15527,female,88,3.3,66,67,65,graduate
15528,female,85,1.5,79,83,86,graduate
15529,male,66,3.8,73,77,74,none
15530,male,86,3.2,91,90,94,secondary
15531,male,93,3.3,42,51,53,primary
15532,female,58,2.5,42,31,29,postgraduate
15533,male,69,2.3,77,78,82,primary
15534,female,94,2.4,56,50,45,primary
15535,female,77,2.3,86,85,86,graduate
15536,female,99,2.5,37,35,30,graduate
15537,female,69,2.9,50,52,56,postgraduate
15538,female,90,3.8,85,86,84,secondary
15539,male,85,1.9,38,45,48,postgraduate
15540,male,76,2.7,92,95,98,secondary
15541,male,57,1.3,92,85,86,secondary
15542,male,81,2.8,88,87,81,none
15543,male,50,0.8,53,56,61,primary
15544,male,66,1.6,82,75,65,none
15545,female,58,2.2,68,70,73,none
15546,female,69,0.9,88,95,97,none
15547,female,94,1.7,34,38,39,graduate
15548,male,81,3.3,33,25,23,primary
15549,male,51,0.5,51,45,44,graduate
15550,male,81,2.7,39,42,50,secondary
15551,male,94,3.3,62,81,82,postgraduate
15552,male,58,4.4,34,30,31,postgraduate
15553,male,79,1.5,56,50,48,none
15554,female,69,2.5,88,86,83,secondary
15555,female,87,3.8,67,74,81,secondary
15556,female,50,1.6,54,55,55,postgraduate
15557,male,54,2.8,45,45,43,secondary
15558,female,84,3.6,58,55,51,graduate
15559,female,85,3.7,78,87,90,primary
15560,male,50,2.4,36,49,47,primary
15561,male,63,2.3,58,56,57,postgraduate
15562,female,58,2.1,83,72,71,graduate
15563,female,79,2.5,32,33,35,none
15564,male,73,4.3,47,53,54,graduate
15565,male,53,2.9,77,70,68,none
15566,female,99,0.6,75,69,63,primary
15567,male,63,2.2,75,73,76,none
15568,female,74,4.7,48,52,53,primary
15569,female,53,2.8,53,49,48,primary
15570,female,74,2.1,42,43,40,graduate
15571,female,59,0.5,61,63,67,primary
15572,female,84,3.8,90,85,89,postgraduate
15573,male,56,5.1,77,71,69,secondary
15574,female,91,3.4,54,42,39,postgraduate
15575,female,62,2.5,85,88,85,primary
15576,female,53,1.8,76,68,64,secondary
15577,female,99,2.4,54,48,48,primary
15578,female,92,2.2,36,37,36,secondary
15579,female,85,3.4,60,52,47,graduate
15580,male,63,3.2,38,34,28,postgraduate
15581,male,67,2.8,43,52,56,primary
15582,female,57,2.9,62,65,73,none
15583,female,81,1.6,74,67,63,graduate
15584,female,76,4.2,73,78,79,primary
15585,male,91,1.6,51,52,47,primary
15586,male,86,1.9,58,55,54,graduate
15587,male,72,3.3,84,77,76,graduate
15588,female,56,2.2,47,43,43,none
15589,female,61,2.6,67,68,73,graduate
15590,male,74,2.4,67,69,69,postgraduate
15591,female,52,3.1,84,87,87,postgraduate
15592,male,75,1.5,84,84,84,postgraduate
15593,male,53,3.1,42,38,36,none
15594,male,91,1.2,56,53,53,secondary
15595,male,85,4.6,55,58,67,graduate
15596,male,64,1.8,86,74,70,none
15597,male,81,2.4,49,51,56,postgraduate
15598,male,78,1.3,49,61,61,graduate
15599,male,59,1.7,67,59,56,primary
15600,female,70,0.6,80,92,92,postgraduate
15601,male,65,1.7,34,28,26,secondary
15602,female,96,2.1,51,41,39,none
15603,female,68,3.7,85,85,86,primary
15604,male,78,3.7,94,80,77,postgraduate
15605,male,100,3.0,49,50,53,none
15606,female,67,0.9,89,72,63,secondary
15607,female,93,2.5,61,57,55,primary
15608,male,65,3.1,54,52,55,secondary
15609,female,50,1.4,88,72,64,graduate
15610,female,97,1.4,53,65,71,primary
15611,female,51,2.5,66,73,81,secondary
15612,male,64,3.8,88,88,91,primary
15613,female,88,3.3,46,50,49,primary
15614,female,77,1.1,76,75,77,graduate
15615,male,50,2.9,34,42,46,none
15616,female,54,3.2,49,54,56,primary
15617,female,91,2.3,93,98,98,postgraduate
15618,male,71,1.8,93,88,81,graduate
15619,male,85,2.2,77,82,91,primary
15620,female,95,3.8,43,42,42,primary
15621,female,62,2.4,69,78,81,none
15622,male,50,3.4,71,67,65,secondary
15623,male,65,2.4,30,34,30,none
15624,female,90,3.2,94,87,82,secondary
15625,male,71,4.9,58,69,72,graduate
15626,male,81,0.7,40,41,39,secondary
15627,male,65,2.1,32,17,10,secondary
15628,female,100,3.2,80,89,92,none
15629,female,64,1.1,72,76,72,primary
15630,male,95,3.2,39,37,38,none
15631,male,91,3.7,51,46,48,graduate
15632,female,61,0.9,34,28,33,graduate
15633,male,50,3.7,74,76,72,none
15634,male,66,1.6,33,33,33,primary
15635,male,90,4.1,89,91,88,primary
15636,female,100,2.6,40,44,46,secondary
15637,female,99,3.1,52,51,51,none
15638,male,77,1.3,73,62,61,postgraduate
15639,female,56,1.4,92,82,76,none
15640,male,58,1.1,78,73,73,none
15641,male,71,2.2,42,33,26,postgraduate
15642,female,75,2.3,71,72,65,secondary
15643,female,61,3.9,49,46,44,none
15644,female,56,1.9,53,59,56,primary
15645,female,95,2.1,88,88,93,primary
15646,female,96,2.8,76,85,90,graduate
15647,male,64,3.3,48,40,39,primary
15648,female,87,2.2,48,44,40,postgraduate
15649,male,70,3.7,79,73,64,postgraduate
15650,female,63,2.0,49,51,54,secondary
15651,male,51,1.7,66,68,69,graduate
15652,female,57,3.1,46,38,34,graduate
15653,female,94,0.5,94,95,96,none
15654,female,55,3.0,31,28,29,postgraduate
15655,male,86,2.9,89,89,91,secondary
15656,female,86,3.0,59,58,63,postgraduate
15657,male,82,2.6,73,87,92,none
15658,male,90,3.9,35,45,46,none
15659,male,55,3.1,65,68,71,graduate
15660,male,75,3.3,41,45,46,none
15661,female,88,4.0,57,57,53,secondary
15662,female,90,2.6,67,65,63,primary
15663,male,86,3.8,78,72,74,none
15664,female,63,1.9,91,81,76,primary
15665,male,86,3.5,68,66,65,primary
15666,male,57,2.8,57,56,52,secondary
15667,female,88,2.3,48,41,32,postgraduate
15668,male,62,3.4,83,82,80,graduate
15669,female,62,1.5,47,48,40,primary
15670,female,89,1.5,61,58,60,postgraduate
15671,female,92,2.1,34,37,37,postgraduate
15672,female,77,2.4,42,42,44,secondary
15673,female,67,2.5,72,68,63,postgraduate
15674,male,68,3.6,62,58,58,none
15675,female,87,2.1,53,47,44,primary
15676,male,81,3.7,42,44,39,secondary
15677,male,71,2.9,80,86,82,graduate
15678,male,51,2.4,35,34,33,secondary
15679,female,62,1.5,37,36,43,graduate
15680,male,72,0.8,51,47,47,graduate
15681,female,74,2.6,89,88,87,secondary
15682,female,77,0.6,82,75,75,graduate
15683,female,60,4.1,48,62,66,none
15684,male,82,3.6,45,51,55,secondary
15685,male,73,2.1,41,41,45,none
15686,male,51,1.5,49,44,40,postgraduate
15687,male,79,1.3,67,51,42,primary
15688,female,66,1.9,82,85,84,none
15689,male,89,2.2,55,60,68,secondary
15690,female,83,0.7,63,77,78,postgraduate
15691,female,87,1.9,92,99,96,secondary
15692,male,71,2.1,84,89,84,secondary
15693,female,54,3.5,79,71,70,postgraduate
15694,female,97,2.8,69,71,70,postgraduate
15695,female,89,1.9,46,44,50,primary
15696,female,100,1.9,49,51,45,primary
15697,male,65,1.4,48,49,50,primary
15698,female,62,3.5,73,83,88,none
15699,male,75,2.5,83,98,100,postgraduate
15700,female,80,2.4,62,56,57,secondary
15701,female,88,1.9,67,72,71,none
15702,female,97,1.4,32,28,24,none
15703,male,72,3.1,94,98,100,none
15704,female,97,3.5,77,65,60,none
15705,female,61,1.8,55,63,67,postgraduate
15706,female,63,0.9,32,29,27,graduate
15707,male,67,2.8,67,56,53,primary
15708,male,76,1.1,36,32,28,secondary
15709,male,77,3.4,58,57,51,none
15710,female,67,1.5,61,53,52,secondary
15711,male,65,3.4,64,62,63,primary
15712,male,65,2.3,74,72,73,secondary
15713,female,62,3.6,33,29,30,secondary
15714,male,78,1.3,69,56,49,secondary
15715,female,58,0.8,68,63,67,primary
15716,female,75,2.6,30,26,27,none
15717,male,77,3.7,40,42,45,postgraduate
15718,female,90,3.0,36,38,40,postgraduate
15719,male,62,2.4,70,66,66,none
15720,male,85,2.9,66,71,74,secondary
15721,female,58,0.9,58,46,42,secondary
15722,male,96,2.9,46,38,31,primary
15723,male,63,2.5,39,34,28,secondary
15724,male,100,2.0,70,75,80,graduate
15725,female,61,0.9,93,86,83,postgraduate
15726,male,81,3.1,56,54,53,primary
15727,male,87,1.7,31,32,37,graduate
15728,male,52,1.6,87,81,79,primary
15729,female,65,4.5,47,49,52,none
15730,male,69,2.8,55,51,53,graduate
15731,female,81,1.5,32,34,32,primary
15732,female,72,3.5,72,72,70,secondary
15733,female,66,2.5,44,40,26,primary
15734,male,65,3.7,51,53,53,primary
15735,male,87,1.0,59,56,53,secondary
15736,female,57,2.8,32,29,27,graduate
15737,male,68,2.0,42,31,24,postgraduate
15738,female,79,2.4,56,42,40,secondary
15739,male,83,4.0,39,47,49,graduate
15740,male,63,3.0,63,64,58,graduate
15741,female,71,0.5,58,53,51,graduate
15742,female,93,3.0,77,83,78,secondary
15743,female,66,1.1,59,53,50,secondary
15744,male,64,1.9,55,41,41,postgraduate
15745,male,99,2.0,46,46,45,secondary
15746,male,97,2.7,69,70,74,none
15747,male,81,2.6,38,49,56,postgraduate
15748,male,62,2.0,94,97,100,secondary
15749,male,70,2.3,76,80,90,graduate
15750,female,98,4.2,88,100,100,graduate
15751,male,89,2.5,52,51,48,postgraduate
15752,female,82,0.7,35,26,19,none
15753,male,76,1.2,37,43,48,primary
15754,male,84,1.5,32,37,44,secondary
15755,female,65,4.6,38,43,49,primary
15756,male,77,1.5,57,58,61,primary
15757,female,83,1.6,41,43,42,primary
15758,male,96,2.7,55,52,49,secondary
15759,female,50,4.0,43,34,30,none
15760,male,90,2.2,92,89,90,primary
15761,male,97,1.8,77,69,69,graduate
15762,female,80,3.9,69,80,87,primary
15763,female,85,2.6,30,31,33,secondary
15764,male,93,2.7,50,50,50,secondary
15765,male,82,3.4,50,61,61,postgraduate
15766,male,82,2.6,90,89,92,graduate
15767,male,88,3.2,93,94,96,secondary
15768,male,67,2.0,71,68,70,primary
15769,female,72,1.9,88,81,73,primary
15770,male,72,2.8,89,77,73,secondary
15771,female,64,3.5,34,22,12,secondary
15772,male,75,2.2,38,46,51,graduate
15773,male,79,1.9,93,88,95,postgraduate
15774,female,74,4.2,36,47,55,secondary
15775,male,94,3.1,53,56,62,postgraduate
15776,female,65,2.7,71,73,73,none
15777,male,88,1.1,38,27,25,primary
15778,female,97,3.0,43,46,48,postgraduate
15779,male,94,1.3,87,86,81,none
15780,male,63,3.4,75,70,72,graduate
15781,female,66,4.0,53,53,52,graduate
15782,female,61,3.8,74,68,68,none
15783,female,78,3.8,92,94,96,postgraduate
15784,female,81,1.7,63,54,53,none
15785,female,73,3.4,60,57,52,graduate
15786,male,62,2.1,58,62,66,primary
15787,male,69,3.6,35,44,42,postgraduate
15788,male,64,2.7,50,52,50,secondary
15789,male,53,2.3,50,40,29,none
15790,female,83,2.2,43,45,52,primary
15791,male,77,3.0,38,39,40,primary
15792,female,99,2.0,65,65,69,graduate
15793,female,51,0.9,43,36,26,primary
15794,female,96,3.6,58,63,67,primary
15795,male,79,2.2,64,61,58,primary
15796,female,75,3.9,51,46,43,postgraduate
15797,female,100,3.5,74,80,81,none
15798,male,96,2.8,62,66,65,postgraduate
15799,male,75,4.0,38,40,44,none
15800,male,69,2.0,74,74,73,primary
15801,female,91,3.4,52,51,54,secondary
15802,male,77,2.6,41,49,48,graduate
15803,female,69,0.7,44,33,30,graduate
15804,female,60,2.1,40,32,26,postgraduate
15805,male,59,1.7,70,75,77,secondary
15806,male,72,1.9,59,53,49,none
15807,female,86,1.6,60,61,60,primary
15808,female,90,0.5,32,35,37,graduate
15809,female,68,2.9,64,69,66,postgraduate
15810,female,94,1.9,71,65,55,secondary
15811,female,67,2.4,78,69,66,graduate
15812,female,98,3.2,47,56,59,primary
15813,female,76,2.4,36,38,41,secondary
15814,male,55,3.3,60,53,51,secondary
15815,female,59,3.0,48,52,48,secondary
15816,male,51,2.1,74,73,72,none
15817,male,73,2.8,80,72,67,none
15818,male,87,3.3,84,76,77,secondary
15819,female,77,2.3,94,92,94,graduate
15820,male,77,3.1,88,81,79,postgraduate
15821,male,94,3.3,51,49,42,postgraduate
15822,female,99,2.1,65,79,83,primary
15823,female,88,3.2,60,56,49,secondary
15824,male,51,2.1,90,100,100,none
15825,male,95,3.3,53,62,64,postgraduate
15826,male,54,1.5,57,51,49,none
15827,male,99,2.7,84,90,97,graduate
15828,female,60,2.7,75,77,84,postgraduate
15829,female,59,3.1,81,79,77,graduate
15830,male,92,2.6,48,35,29,none
15831,male,51,2.3,41,48,52,none
15832,female,64,1.3,51,46,41,postgraduate
15833,female,88,2.3,65,60,55,none
15834,male,90,1.9,38,29,25,secondary
15835,female,86,3.5,86,84,79,none
15836,female,56,3.1,63,56,54,secondary
15837,male,69,0.6,75,69,69,postgraduate
15838,male,83,4.3,63,54,50,primary
15839,female,84,3.2,43,44,44,postgraduate
15840,female,83,2.2,78,84,84,none
15841,male,71,3.1,37,35,34,graduate
15842,female,80,1.5,64,73,73,secondary
15843,female,72,1.6,73,62,60,graduate
15844,female,68,1.1,87,79,79,none
15845,male,53,2.4,59,58,52,secondary
15846,female,73,3.5,90,89,86,postgraduate
15847,male,69,3.0,71,61,56,primary
15848,female,88,2.6,57,52,51,none
15849,male,77,2.7,89,94,94,primary
15850,male,88,4.4,31,25,30,primary
15851,female,66,3.7,45,51,50,secondary
15852,female,68,1.7,64,64,57,none
15853,female,97,1.2,53,49,45,none
15854,male,84,2.5,64,67,65,postgraduate
15855,male,81,2.2,46,51,54,primary
15856,female,96,3.5,68,73,76,postgraduate
15857,male,95,1.8,64,64,67,graduate
15858,male,96,3.7,32,39,44,secondary
15859,male,95,2.9,41,40,39,graduate
15860,male,88,1.7,87,100,100,none
15861,male,84,1.3,66,57,55,graduate
15862,male,79,2.7,46,46,46,primary
15863,male,66,2.0,40,40,37,secondary
15864,female,91,3.4,71,81,89,postgraduate
15865,female,96,2.3,47,47,46,graduate
15866,female,78,0.5,85,77,72,primary
15867,female,55,2.5,58,53,49,primary
15868,male,66,0.9,85,90,92,none
15869,female,66,1.7,30,27,26,primary
15870,female,63,1.1,56,58,60,secondary
15871,male,73,2.3,34,27,26,secondary
15872,male,99,0.9,62,72,72,none
15873,male,86,1.2,51,62,64,graduate
15874,female,89,3.8,47,36,32,secondary
15875,male,88,2.6,63,61,61,graduate
15876,male,81,2.1,31,36,34,primary
15877,male,85,1.8,71,59,56,none
15878,male,99,1.5,62,62,61,none
15879,male,86,4.3,52,68,78,secondary
15880,female,97,2.1,53,56,56,primary
15881,male,63,0.5,87,79,72,postgraduate
15882,female,76,1.5,37,34,32,postgraduate
15883,female,68,3.6,47,32,21,graduate
15884,female,80,3.9,40,34,25,primary
15885,female,95,0.7,90,94,91,secondary
15886,female,58,1.6,93,100,100,secondary
15887,female,87,1.1,48,54,57,none
15888,male,66,0.8,58,48,45,primary
15889,male,68,3.1,46,36,33,secondary
15890,female,93,2.7,79,84,85,graduate
15891,male,53,2.2,61,61,65,secondary
15892,male,97,2.1,89,88,86,postgraduate
15893,male,60,3.0,62,59,54,postgraduate
15894,female,71,2.9,30,27,28,primary
15895,female,53,2.7,66,69,70,secondary
15896,male,66,2.8,68,64,55,none
15897,male,57,4.8,87,93,100,primary
15898,female,95,1.1,31,34,37,primary
15899,male,83,1.4,78,73,73,primary
15900,male,60,3.3,88,82,79,postgraduate
15901,female,80,3.5,47,39,26,secondary
15902,female,60,5.4,39,42,41,secondary
15903,male,87,1.7,70,84,89,postgraduate
15904,male,70,3.3,34,33,32,none
15905,female,95,2.3,49,51,49,none
15906,female,79,3.2,43,47,51,secondary
15907,female,59,0.5,81,77,68,primary
15908,male,75,2.4,57,57,55,secondary
15909,male,76,2.4,33,30,37,none
15910,male,57,1.5,33,33,34,none
15911,male,88,2.8,68,64,58,secondary
15912,female,57,1.5,68,66,68,secondary
15913,male,57,2.6,33,28,26,graduate
15914,male,83,2.1,74,70,70,secondary
15915,female,65,2.0,64,66,62,postgraduate
15916,male,90,2.7,77,69,65,postgraduate
15917,female,62,2.9,77,76,80,graduate
15918,female,72,2.0,40,43,48,graduate
15919,female,61,1.7,52,54,55,secondary
15920,male,76,2.3,34,31,30,primary
15921,male,71,2.9,73,71,72,primary
15922,female,81,3.1,67,64,71,postgraduate
15923,female,98,2.0,30,32,29,graduate
15924,female,76,1.4,34,41,44,none
15925,male,51,2.1,36,23,16,graduate
15926,male,94,2.6,33,34,33,secondary
15927,male,82,0.5,69,64,58,none
15928,female,75,2.4,73,79,81,secondary
15929,male,77,1.4,33,33,33,secondary
15930,male,68,2.2,73,70,68,graduate
15931,female,92,2.1,62,63,63,graduate
15932,female,54,1.8,53,64,65,secondary
15933,male,82,2.1,74,75,75,none
15934,male,69,3.7,55,47,43,graduate
15935,male,79,2.2,80,81,83,postgraduate
15936,male,94,5.5,34,29,24,secondary
15937,male,57,1.9,46,43,39,primary
